control_id,document_id,topic,control_type,owner,evidence_template,status
M-BTC-001-C017,M-BTC-001,链重组,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C018,M-BTC-001,RBF,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C019,M-BTC-001,找零候选,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C020,M-BTC-001,多输入启发式,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C021,M-BTC-001,CoinJoin识别,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C022,M-BTC-001,路径分配模型,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C023,M-BTC-001,拒绝主体归属,detective,Bitcoin方法负责人,FRM-008,approved
M-EVM-001-C001,M-EVM-001,Chain ID,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C002,M-EVM-001,创世区块,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C003,M-EVM-001,客户端版本,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C004,M-EVM-001,区块标签safe/finalized,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C005,M-EVM-001,区块头,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C006,M-EVM-001,交易类型,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C007,M-EVM-001,交易签名,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C008,M-EVM-001,nonce,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C009,M-EVM-001,gas字段,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C010,M-EVM-001,交易收据,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C011,M-EVM-001,status,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C012,M-EVM-001,logs,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C013,M-EVM-001,logsBloom,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C014,M-EVM-001,合约创建,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C015,M-EVM-001,内部调用轨迹,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C016,M-EVM-001,状态差异,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C017,M-EVM-001,原生币变化,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C018,M-EVM-001,ERC-20事件,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C019,M-EVM-001,NFT事件,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C020,M-EVM-001,代理合约,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C021,M-EVM-001,历史代码,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C022,M-EVM-001,revert原因,preventive,EVM方法负责人,FRM-008,approved
M-EVM-001-C023,M-EVM-001,自毁与重建,detective,EVM方法负责人,FRM-008,approved
M-EVM-001-C024,M-EVM-001,Account Abstraction,corrective,EVM方法负责人,FRM-008,approved
M-EVM-001-C025,M-EVM-001,跨客户端差异,preventive,EVM方法负责人,FRM-008,approved
M-TRON-001-C001,M-TRON-001,网络与节点类型,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C002,M-TRON-001,FullNode,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C003,M-TRON-001,SolidityNode,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C004,M-TRON-001,交易本体,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C005,M-TRON-001,raw_data,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C006,M-TRON-001,签名,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C007,M-TRON-001,contract参数,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C008,M-TRON-001,TransactionInfo,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C009,M-TRON-001,result,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C010,M-TRON-001,resMessage,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C011,M-TRON-001,fee,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C012,M-TRON-001,energy_usage,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C013,M-TRON-001,net_usage,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C014,M-TRON-001,blockNumber,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C015,M-TRON-001,log事件,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C016,M-TRON-001,internal_transactions,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C017,M-TRON-001,TRC-20 decimals,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C018,M-TRON-001,地址编码,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C019,M-TRON-001,Base58与hex转换,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C020,M-TRON-001,确认语义,detective,TRON方法负责人,FRM-008,approved
M-TRON-001-C021,M-TRON-001,失败交易,corrective,TRON方法负责人,FRM-008,approved
M-TRON-001-C022,M-TRON-001,链上时间,preventive,TRON方法负责人,FRM-008,approved
M-TRON-001-C023,M-TRON-001,多节点复核,detective,TRON方法负责人,FRM-008,approved
M-XCHAIN-001-C001,M-XCHAIN-001,桥身份,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C002,M-XCHAIN-001,合约版本,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C003,M-XCHAIN-001,源链事件,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C004,M-XCHAIN-001,目标链事件,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C005,M-XCHAIN-001,消息ID,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C006,M-XCHAIN-001,nonce,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C007,M-XCHAIN-001,发送者,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C008,M-XCHAIN-001,接收者,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C009,M-XCHAIN-001,源资产,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C010,M-XCHAIN-001,目标资产,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C011,M-XCHAIN-001,金额映射,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C012,M-XCHAIN-001,手续费,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C013,M-XCHAIN-001,时间窗,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C014,M-XCHAIN-001,中继器,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C015,M-XCHAIN-001,最终性,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C016,M-XCHAIN-001,批量消息,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C017,M-XCHAIN-001,聚合器,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C018,M-XCHAIN-001,失败消息,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C019,M-XCHAIN-001,重试,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C020,M-XCHAIN-001,退款,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C021,M-XCHAIN-001,升级事件,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C022,M-XCHAIN-001,显式关联,preventive,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C023,M-XCHAIN-001,隐式候选,detective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C024,M-XCHAIN-001,唯一匹配条件,corrective,跨链方法负责人,FRM-008,approved
M-XCHAIN-001-C025,M-XCHAIN-001,拒绝唯一结论,preventive,跨链方法负责人,FRM-008,approved
M-DEFI-001-C001,M-DEFI-001,协议身份,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C002,M-DEFI-001,合约版本,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C003,M-DEFI-001,调用入口,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C004,M-DEFI-001,多跳Swap,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C005,M-DEFI-001,聚合器,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C006,M-DEFI-001,流动性添加,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C007,M-DEFI-001,流动性移除,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C008,M-DEFI-001,LP Token,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C009,M-DEFI-001,借贷,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C010,M-DEFI-001,还款,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C011,M-DEFI-001,抵押,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C012,M-DEFI-001,清算,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C013,M-DEFI-001,质押,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C014,M-DEFI-001,领取奖励,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C015,M-DEFI-001,包装解包,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C016,M-DEFI-001,闪电贷,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C017,M-DEFI-001,手续费,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C018,M-DEFI-001,滑点,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C019,M-DEFI-001,Token税,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C020,M-DEFI-001,Rebase,detective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C021,M-DEFI-001,失败调用,corrective,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C022,M-DEFI-001,资产净变化,preventive,DeFi方法负责人,FRM-008,approved
M-DEFI-001-C023,M-DEFI-001,协议语义证据,detective,DeFi方法负责人,FRM-008,approved
M-MIX-001-C001,M-MIX-001,服务或模式识别,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C002,M-MIX-001,存入事实,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C003,M-MIX-001,提现事实,corrective,混币方法负责人,FRM-008,approved
M-MIX-001-C004,M-MIX-001,固定面额,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C005,M-MIX-001,匿名集,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C006,M-MIX-001,时间窗,corrective,混币方法负责人,FRM-008,approved
M-MIX-001-C007,M-MIX-001,候选集合,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C008,M-MIX-001,池状态,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C009,M-MIX-001,CoinJoin结构,corrective,混币方法负责人,FRM-008,approved
M-MIX-001-C010,M-MIX-001,等额输出,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C011,M-MIX-001,协调器线索,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C012,M-MIX-001,拆分模式,corrective,混币方法负责人,FRM-008,approved
M-MIX-001-C013,M-MIX-001,归集模式,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C014,M-MIX-001,剥离链,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C015,M-MIX-001,跨链混淆,corrective,混币方法负责人,FRM-008,approved
M-MIX-001-C016,M-MIX-001,概率排序,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C017,M-MIX-001,反例,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C018,M-MIX-001,合法使用可能,corrective,混币方法负责人,FRM-008,approved
M-MIX-001-C019,M-MIX-001,拒绝主体结论,preventive,混币方法负责人,FRM-008,approved
M-MIX-001-C020,M-MIX-001,误报评估,detective,混币方法负责人,FRM-008,approved
M-MIX-001-C021,M-MIX-001,结果措辞,corrective,混币方法负责人,FRM-008,approved
M-CLUSTER-001-C001,M-CLUSTER-001,共同输入规则,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C002,M-CLUSTER-001,找零规则,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C003,M-CLUSTER-001,剥离链规则,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C004,M-CLUSTER-001,归集规则,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C005,M-CLUSTER-001,批量支付反例,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C006,M-CLUSTER-001,CoinJoin反例,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C007,M-CLUSTER-001,交易所热钱包反例,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C008,M-CLUSTER-001,智能合约中介,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C009,M-CLUSTER-001,代理合约,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C010,M-CLUSTER-001,账户抽象,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C011,M-CLUSTER-001,时间行为,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C012,M-CLUSTER-001,Gas付款关系,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C013,M-CLUSTER-001,创建者关系,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C014,M-CLUSTER-001,重复交互,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C015,M-CLUSTER-001,跨链地址保持,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C016,M-CLUSTER-001,规则组合,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C017,M-CLUSTER-001,负向证据,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C018,M-CLUSTER-001,精确率,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C019,M-CLUSTER-001,召回率,preventive,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C020,M-CLUSTER-001,置信等级,detective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C021,M-CLUSTER-001,禁用条件,corrective,聚类方法负责人,FRM-008,approved
M-CLUSTER-001-C022,M-CLUSTER-001,主体归属边界,preventive,聚类方法负责人,FRM-008,approved
M-LABEL-001-C001,M-LABEL-001,来源类型,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C002,M-LABEL-001,官方公告,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C003,M-LABEL-001,主体回函,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C004,M-LABEL-001,链上签名,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C005,M-LABEL-001,设备取证,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C006,M-LABEL-001,交易所流水,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C007,M-LABEL-001,公开网页,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C008,M-LABEL-001,商业供应商,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C009,M-LABEL-001,社区标签,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C010,M-LABEL-001,来源快照,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C011,M-LABEL-001,证据等级,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C012,M-LABEL-001,首次发现,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C013,M-LABEL-001,最后验证,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C014,M-LABEL-001,有效期,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C015,M-LABEL-001,冲突标签,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C016,M-LABEL-001,实体范围,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C017,M-LABEL-001,地址用途,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C018,M-LABEL-001,控制与使用区别,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C019,M-LABEL-001,自然人归属,preventive,数据方法负责人,FRM-008,approved
M-LABEL-001-C020,M-LABEL-001,机构归属,detective,数据方法负责人,FRM-008,approved
M-LABEL-001-C021,M-LABEL-001,标签撤回,corrective,数据方法负责人,FRM-008,approved
M-LABEL-001-C022,M-LABEL-001,报告引用,preventive,数据方法负责人,FRM-008,approved
M-AUTH-001-C001,M-AUTH-001,文件哈希,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C002,M-AUTH-001,数字签名,detective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C003,M-AUTH-001,区块头验证,corrective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C004,M-AUTH-001,Merkle证明,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C005,M-AUTH-001,交易签名,detective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C006,M-AUTH-001,JSON规范化,corrective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C007,M-AUTH-001,CSV编码,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C008,M-AUTH-001,字段精度,detective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C009,M-AUTH-001,时区,corrective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C010,M-AUTH-001,Token decimals,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C011,M-AUTH-001,重复记录,detective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C012,M-AUTH-001,缺失记录,corrective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C013,M-AUTH-001,排序差异,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C014,M-AUTH-001,数据库事务,detective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C015,M-AUTH-001,日志链,corrective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C016,M-AUTH-001,截图与底层数据,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C017,M-AUTH-001,报告引用,detective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C018,M-AUTH-001,修改说明,corrective,真实性方法负责人,FRM-008,approved
M-AUTH-001-C019,M-AUTH-001,多源一致性,preventive,真实性方法负责人,FRM-008,approved
M-AUTH-001-C020,M-AUTH-001,无法验证情形,detective,真实性方法负责人,FRM-008,approved
M-FUNC-001-C001,M-FUNC-001,历史代码获取,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C002,M-FUNC-001,源码字节码匹配,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C003,M-FUNC-001,代理识别,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C004,M-FUNC-001,实现合约,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C005,M-FUNC-001,升级历史,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C006,M-FUNC-001,存储槽,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C007,M-FUNC-001,管理员权限,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C008,M-FUNC-001,授权机制,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C009,M-FUNC-001,黑白名单,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C010,M-FUNC-001,转账税,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C011,M-FUNC-001,暂停开关,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C012,M-FUNC-001,铸造销毁,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C013,M-FUNC-001,签名验证,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C014,M-FUNC-001,重入,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C015,M-FUNC-001,外部调用,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C016,M-FUNC-001,攻击交易回放,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C017,M-FUNC-001,Fork区块高度,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C018,M-FUNC-001,环境确定性,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C019,M-FUNC-001,钱包密钥存储,preventive,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C020,M-FUNC-001,交易签名流程,detective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C021,M-FUNC-001,恶意插件,corrective,功能鉴定方法负责人,FRM-008,approved
M-FUNC-001-C022,M-FUNC-001,结果限制,preventive,功能鉴定方法负责人,FRM-008,approved
M-AI-001-C001,M-AI-001,允许任务,preventive,AI负责人,FRM-008,approved
M-AI-001-C002,M-AI-001,禁止任务,detective,AI负责人,FRM-008,approved
M-AI-001-C003,M-AI-001,模型与版本,corrective,AI负责人,FRM-008,approved
M-AI-001-C004,M-AI-001,提示词版本,preventive,AI负责人,FRM-008,approved
M-AI-001-C005,M-AI-001,工具白名单,detective,AI负责人,FRM-008,approved
M-AI-001-C006,M-AI-001,输入最小化,corrective,AI负责人,FRM-008,approved
M-AI-001-C007,M-AI-001,敏感数据脱敏,preventive,AI负责人,FRM-008,approved
M-AI-001-C008,M-AI-001,本地模型选择,detective,AI负责人,FRM-008,approved
M-AI-001-C009,M-AI-001,远程模型审查,corrective,AI负责人,FRM-008,approved
M-AI-001-C010,M-AI-001,检索来源,preventive,AI负责人,FRM-008,approved
M-AI-001-C011,M-AI-001,证据引用,detective,AI负责人,FRM-008,approved
M-AI-001-C012,M-AI-001,候选生成,corrective,AI负责人,FRM-008,approved
M-AI-001-C013,M-AI-001,幻觉检测,preventive,AI负责人,FRM-008,approved
M-AI-001-C014,M-AI-001,结构化输出,detective,AI负责人,FRM-008,approved
M-AI-001-C015,M-AI-001,人工批准,corrective,AI负责人,FRM-008,approved
M-AI-001-C016,M-AI-001,审计日志,preventive,AI负责人,FRM-008,approved
M-AI-001-C017,M-AI-001,可重现性,detective,AI负责人,FRM-008,approved
M-AI-001-C018,M-AI-001,模型升级,corrective,AI负责人,FRM-008,approved
M-AI-001-C019,M-AI-001,对抗输入,preventive,AI负责人,FRM-008,approved
M-AI-001-C020,M-AI-001,自动停止条件,detective,AI负责人,FRM-008,approved
M-AI-001-C021,M-AI-001,供应商数据政策,corrective,AI负责人,FRM-008,approved
QMS-001-C001,QMS-001,组织环境,preventive,质量负责人,FRM-016,approved
QMS-001-C002,QMS-001,相关方需求,detective,质量负责人,FRM-016,approved
QMS-001-C003,QMS-001,法律地位,corrective,质量负责人,FRM-016,approved
QMS-001-C004,QMS-001,公正性,preventive,质量负责人,FRM-016,approved
QMS-001-C005,QMS-001,保密性,detective,质量负责人,FRM-016,approved
QMS-001-C006,QMS-001,组织结构,corrective,质量负责人,FRM-016,approved
QMS-001-C007,QMS-001,人员资源,preventive,质量负责人,FRM-016,approved
QMS-001-C008,QMS-001,设施环境,detective,质量负责人,FRM-016,approved
QMS-001-C009,QMS-001,设备资源,corrective,质量负责人,FRM-016,approved
QMS-001-C010,QMS-001,外部服务,preventive,质量负责人,FRM-016,approved
QMS-001-C011,QMS-001,合同评审,detective,质量负责人,FRM-016,approved
QMS-001-C012,QMS-001,方法选择,corrective,质量负责人,FRM-016,approved
QMS-001-C013,QMS-001,采样研究,preventive,质量负责人,FRM-016,approved
QMS-001-C014,QMS-001,检材处置,detective,质量负责人,FRM-016,approved
QMS-001-C015,QMS-001,技术记录,corrective,质量负责人,FRM-016,approved
QMS-001-C016,QMS-001,不确定性,preventive,质量负责人,FRM-016,approved
QMS-001-C017,QMS-001,结果有效性,detective,质量负责人,FRM-016,approved
QMS-001-C018,QMS-001,报告,corrective,质量负责人,FRM-016,approved
QMS-001-C019,QMS-001,投诉,preventive,质量负责人,FRM-016,approved
QMS-001-C020,QMS-001,不符合工作,detective,质量负责人,FRM-016,approved
QMS-001-C021,QMS-001,数据与信息管理,corrective,质量负责人,FRM-016,approved
QMS-001-C022,QMS-001,管理体系文件,preventive,质量负责人,FRM-016,approved
QMS-001-C023,QMS-001,风险机会,detective,质量负责人,FRM-016,approved
QMS-001-C024,QMS-001,改进,corrective,质量负责人,FRM-016,approved
QMS-001-C025,QMS-001,纠正措施,preventive,质量负责人,FRM-016,approved
QMS-001-C026,QMS-001,内审,detective,质量负责人,FRM-016,approved
QMS-001-C027,QMS-001,管理评审,corrective,质量负责人,FRM-016,approved
QMS-002-C001,QMS-002,文件创建,preventive,质量负责人,FRM-012,approved
QMS-002-C002,QMS-002,技术复核,detective,质量负责人,FRM-012,approved
QMS-002-C003,QMS-002,质量审查,corrective,质量负责人,FRM-012,approved
QMS-002-C004,QMS-002,批准生效,preventive,质量负责人,FRM-012,approved
QMS-002-C005,QMS-002,受控发布,detective,质量负责人,FRM-012,approved
QMS-002-C006,QMS-002,版本标识,corrective,质量负责人,FRM-012,approved
QMS-002-C007,QMS-002,旧版撤回,preventive,质量负责人,FRM-012,approved
QMS-002-C008,QMS-002,外来文件,detective,质量负责人,FRM-012,approved
QMS-002-C009,QMS-002,查新,corrective,质量负责人,FRM-012,approved
QMS-002-C010,QMS-002,记录唯一编号,preventive,质量负责人,FRM-012,approved
QMS-002-C011,QMS-002,原始记录,detective,质量负责人,FRM-012,approved
QMS-002-C012,QMS-002,修订追加,corrective,质量负责人,FRM-012,approved
QMS-002-C013,QMS-002,电子签名,preventive,质量负责人,FRM-012,approved
QMS-002-C014,QMS-002,时间同步,detective,质量负责人,FRM-012,approved
QMS-002-C015,QMS-002,附件哈希,corrective,质量负责人,FRM-012,approved
QMS-002-C016,QMS-002,访问控制,preventive,质量负责人,FRM-012,approved
QMS-002-C017,QMS-002,留存期限,detective,质量负责人,FRM-012,approved
QMS-002-C018,QMS-002,备份恢复,corrective,质量负责人,FRM-012,approved
QMS-002-C019,QMS-002,合法暂停销毁,preventive,质量负责人,FRM-012,approved
QMS-002-C020,QMS-002,销毁证明,detective,质量负责人,FRM-012,approved
QMS-003-C001,QMS-003,方法分类,preventive,方法负责人,FRM-012,approved
QMS-003-C002,QMS-003,标准方法核验,detective,方法负责人,FRM-012,approved
QMS-003-C003,QMS-003,非标准方法确认,corrective,方法负责人,FRM-012,approved
QMS-003-C004,QMS-003,偏离批准,preventive,方法负责人,FRM-012,approved
QMS-003-C005,QMS-003,性能特性,detective,方法负责人,FRM-012,approved
QMS-003-C006,QMS-003,准确性,corrective,方法负责人,FRM-012,approved
QMS-003-C007,QMS-003,精密度,preventive,方法负责人,FRM-012,approved
QMS-003-C008,QMS-003,检出能力研究,detective,方法负责人,FRM-012,approved
QMS-003-C009,QMS-003,稳健性,corrective,方法负责人,FRM-012,approved
QMS-003-C010,QMS-003,复现性,preventive,方法负责人,FRM-012,approved
QMS-003-C011,QMS-003,样本代表性,detective,方法负责人,FRM-012,approved
QMS-003-C012,QMS-003,反例,corrective,方法负责人,FRM-012,approved
QMS-003-C013,QMS-003,接受准则,preventive,方法负责人,FRM-012,approved
QMS-003-C014,QMS-003,限制范围,detective,方法负责人,FRM-012,approved
QMS-003-C015,QMS-003,确认报告,corrective,方法负责人,FRM-012,approved
QMS-003-C016,QMS-003,独立评审,preventive,方法负责人,FRM-012,approved
QMS-003-C017,QMS-003,人员培训,detective,方法负责人,FRM-012,approved
QMS-003-C018,QMS-003,上线授权,corrective,方法负责人,FRM-012,approved
QMS-003-C019,QMS-003,质量监控,preventive,方法负责人,FRM-012,approved
QMS-003-C020,QMS-003,再确认触发,detective,方法负责人,FRM-012,approved
QMS-004-C001,QMS-004,工具登记,preventive,测试负责人,FRM-012,approved
QMS-004-C002,QMS-004,预期用途,detective,测试负责人,FRM-012,approved
QMS-004-C003,QMS-004,供应商声明,corrective,测试负责人,FRM-012,approved
QMS-004-C004,QMS-004,源码或二进制来源,preventive,测试负责人,FRM-012,approved
QMS-004-C005,QMS-004,版本与哈希,detective,测试负责人,FRM-012,approved
QMS-004-C006,QMS-004,依赖锁定,corrective,测试负责人,FRM-012,approved
